t_s,x,y
0.01,0.4140625,0.46979166666666666
0.11,0.3953125,0.4635416666666667
0.21,0.4015625,0.4708333333333333
0.31,0.4359375,0.4822916666666667
0.41,0.49609375,0.4864583333333333
0.51,0.55625,0.490625
0.61,0.609375,0.48854166666666665
0.71,0.6359375,0.48854166666666665
0.81,0.6359375,0.48854166666666665
0.91,0.6140625,0.48541666666666666
1.01,0.56171875,0.48541666666666666
1.11,0.4953125,0.4875
1.21,0.4328125,0.4791666666666667
1.31,0.39453125,0.46145833333333336
1.41,0.37734375,0.45729166666666665
1.51,0.3859375,0.46145833333333336
1.61,0.428125,0.475
1.71,0.48515625,0.4875
1.81,0.5375,0.4875
1.91,0.584375,0.4864583333333333
2.01,0.6125,0.4822916666666667
2.11,0.6109375,0.478125
2.21,0.5796875,0.47604166666666664
2.31,0.5296875,0.47604166666666664
2.41,0.4796875,0.471875
2.51,0.425,0.46979166666666666
2.61,0.38359375,0.459375
2.71,0.3765625,0.46145833333333336
2.81,0.39296875,0.47291666666666665
2.91,0.4390625,0.48020833333333335
3.01,0.49921875,0.490625
3.11,0.55703125,0.496875
3.21,0.6,0.4947916666666667
3.31,0.62265625,0.4947916666666667
3.41,0.6125,0.490625
3.51,0.578125,0.4864583333333333
3.61,0.52421875,0.5
3.71,0.4640625,0.49895833333333334
3.81,0.41328125,0.49166666666666664
3.91,0.371875,0.49270833333333336
4.01,0.37578125,0.4875
4.11,0.40078125,0.49270833333333336
4.21,0.44921875,0.49895833333333334
4.31,0.51484375,0.503125
4.41,0.5765625,0.5052083333333334
4.51,0.6171875,0.5010416666666667
4.61,0.63203125,0.4947916666666667
4.71,0.61953125,0.4979166666666667
4.81,0.5671875,0.49166666666666664
4.91,0.5125,0.490625
5.01,0.4453125,0.48541666666666666
5.11,0.3890625,0.4708333333333333
5.21,0.36015625,0.465625
5.31,0.3609375,0.465625
5.41,0.39375,0.47291666666666665
5.51,0.453125,0.4875
5.61,0.5203125,0.49895833333333334
5.71,0.59453125,0.48854166666666665
5.81,0.63125,0.4822916666666667
5.91,0.646875,0.48125
6.01,0.62421875,0.4822916666666667
6.11,0.57265625,0.484375
6.21,0.5015625,0.4864583333333333
6.31,0.43515625,0.478125
6.41,0.378125,0.465625
6.51,0.3578125,0.4635416666666667
6.61,0.36328125,0.465625
6.71,0.40078125,0.47604166666666664
6.81,0.46953125,0.48854166666666665
6.91,0.540625,0.49375
7.01,0.60390625,0.4947916666666667
7.11,0.6421875,0.4875
7.21,0.64921875,0.48541666666666666
7.31,0.6203125,0.4875
7.41,0.5640625,0.4947916666666667
7.51,0.4859375,0.490625
7.61,0.4203125,0.49270833333333336
7.71,0.3703125,0.47604166666666664
7.81,0.3546875,0.4708333333333333
7.91,0.3734375,0.47708333333333336
8.01,0.41875,0.48541666666666666
8.11,0.4859375,0.4979166666666667
8.21,0.5546875,0.4979166666666667
8.31,0.6078125,0.49375
8.41,0.6359375,0.49270833333333336
8.51,0.63125,0.49375
8.61,0.5921875,0.49895833333333334
8.71,0.53046875,0.496875
8.81,0.45703125,0.49166666666666664
8.91,0.39609375,0.4822916666666667
9.01,0.35859375,0.47604166666666664
9.11,0.35625,0.471875
9.21,0.3859375,0.47708333333333336
9.31,0.44140625,0.4895833333333333
9.41,0.5078125,0.49895833333333334
9.51,0.57421875,0.4979166666666667
9.61,0.6171875,0.5
9.71,0.6375,0.49270833333333336
9.81,0.61640625,0.496875
9.91,0.5796875,0.5010416666666667
10.01,0.51484375,0.49895833333333334
10.11,0.446875,0.5020833333333333
10.21,0.3953125,0.4895833333333333
10.31,0.37265625,0.4875
10.41,0.3765625,0.4895833333333333
10.51,0.415625,0.496875
10.61,0.4734375,0.5072916666666667
10.71,0.5390625,0.509375
10.81,0.5859375,0.509375
10.91,0.6171875,0.50625
11.01,0.62421875,0.5052083333333334
11.11,0.5984375,0.5052083333333334
11.21,0.5515625,0.5072916666666667
11.31,0.48828125,0.5125
11.41,0.43203125,0.5020833333333333
11.51,0.39296875,0.49583333333333335
11.61,0.3828125,0.4947916666666667
11.71,0.39453125,0.5
11.81,0.44140625,0.509375
11.91,0.4984375,0.51875
12.01,0.5515625,0.5197916666666667
12.11,0.5953125,0.5177083333333333
12.21,0.6171875,0.5145833333333333
12.31,0.6140625,0.515625
12.41,0.5765625,0.515625
12.51,0.53046875,0.51875
12.61,0.4703125,0.515625
12.71,0.4171875,0.5072916666666667
12.81,0.38828125,0.496875
12.91,0.3875,0.4947916666666667
13.01,0.41953125,0.5104166666666666
