t_s,x,y
0.01,0.22890625,0.39479166666666665
0.11,0.203125,0.375
0.21,0.22578125,0.38333333333333336
0.31,0.29765625,0.390625
0.41,0.409375,0.41458333333333336
0.51,0.53671875,0.4270833333333333
0.61,0.634375,0.41458333333333336
0.71,0.68515625,0.4
0.81,0.67109375,0.40729166666666666
0.91,0.60390625,0.4197916666666667
1.01,0.49296875,0.425
1.11,0.36171875,0.41875
1.21,0.2578125,0.39479166666666665
1.31,0.19453125,0.36666666666666664
1.41,0.184375,0.3572916666666667
1.51,0.21796875,0.36875
1.61,0.31484375,0.39479166666666665
1.71,0.44296875,0.409375
1.81,0.5734375,0.42291666666666666
1.91,0.66328125,0.4125
2.01,0.703125,0.4
2.11,0.67890625,0.40625
2.21,0.5953125,0.425
2.31,0.4625,0.43020833333333336
2.41,0.32421875,0.4166666666666667
2.51,0.22265625,0.39479166666666665
2.61,0.16796875,0.36354166666666665
2.71,0.1703125,0.3645833333333333
2.81,0.2265625,0.3854166666666667
2.91,0.32890625,0.415625
3.01,0.46953125,0.43333333333333335
3.11,0.57890625,0.43125
3.21,0.65859375,0.42291666666666666
3.31,0.68515625,0.4197916666666667
3.41,0.64609375,0.43333333333333335
3.51,0.5578125,0.4479166666666667
3.61,0.42734375,0.4552083333333333
3.71,0.2984375,0.43645833333333334
3.81,0.20390625,0.39791666666666664
3.91,0.17578125,0.37395833333333334
4.01,0.1921875,0.3854166666666667
4.11,0.26328125,0.41458333333333336
4.21,0.38125,0.44166666666666665
4.31,0.50703125,0.45416666666666666
4.41,0.6171875,0.44583333333333336
4.51,0.6859375,0.4270833333333333
4.61,0.69765625,0.421875
4.71,0.64375,0.44375
4.81,0.53984375,0.465625
4.91,0.39375,0.47708333333333336
5.01,0.2625,0.453125
5.11,0.18125,0.41041666666666665
5.21,0.153125,0.3875
5.31,0.18125,0.40520833333333334
5.41,0.27265625,0.440625
5.51,0.4015625,0.46770833333333334
5.61,0.5390625,0.47291666666666665
5.71,0.6359375,0.45208333333333334
5.81,0.68203125,0.43125
5.91,0.66953125,0.4322916666666667
6.01,0.59296875,0.446875
6.11,0.47109375,0.4479166666666667
6.21,0.33203125,0.425
6.31,0.2125,0.38229166666666664
6.41,0.159375,0.3375
6.51,0.15703125,0.3333333333333333
6.61,0.2046875,0.359375
6.71,0.31875,0.396875
6.81,0.45859375,0.43125
6.91,0.578125,0.42604166666666665
7.01,0.66640625,0.41041666666666665
7.11,0.69140625,0.39375
7.21,0.6609375,0.3927083333333333
7.31,0.57421875,0.4166666666666667
7.41,0.44609375,0.41354166666666664
7.51,0.31484375,0.39895833333333336
7.61,0.2078125,0.365625
7.71,0.16171875,0.33958333333333335
7.81,0.18359375,0.35625
7.91,0.25234375,0.38125
8.01,0.371875,0.4125
8.11,0.51015625,0.4322916666666667
8.21,0.62421875,0.42291666666666666
8.31,0.6875,0.4083333333333333
8.41,0.7046875,0.4041666666666667
8.51,0.6625,0.41354166666666664
8.61,0.55234375,0.428125
8.71,0.409375,0.43125
8.81,0.28359375,0.41041666666666665
8.91,0.18359375,0.384375
9.01,0.159375,0.359375
9.11,0.18046875,0.3770833333333333
9.21,0.26328125,0.41875
9.31,0.3796875,0.44583333333333336
9.41,0.5171875,0.45208333333333334
9.51,0.63046875,0.44166666666666665
9.61,0.68828125,0.415625
9.71,0.6859375,0.42083333333333334
9.81,0.628125,0.44479166666666664
9.91,0.5125,0.45416666666666666
10.01,0.37421875,0.44479166666666664
10.11,0.2421875,0.4125
10.21,0.171875,0.3770833333333333
10.31,0.165625,0.36770833333333336
10.41,0.20078125,0.3885416666666667
10.51,0.296875,0.4239583333333333
10.61,0.4234375,0.45
10.71,0.5578125,0.46041666666666664
10.81,0.64921875,0.4395833333333333
10.91,0.690625,0.428125
11.01,0.675,0.4354166666666667
11.11,0.60234375,0.453125
11.21,0.47421875,0.4625
11.31,0.3421875,0.44895833333333335
11.41,0.23046875,0.4125
11.51,0.17890625,0.38229166666666664
11.61,0.17890625,0.38333333333333336
11.71,0.2359375,0.40625
11.81,0.33984375,0.45
11.91,0.4734375,0.46979166666666666
12.01,0.5953125,0.4708333333333333
12.11,0.68671875,0.44895833333333335
12.21,0.7171875,0.434375
12.31,0.68515625,0.44479166666666664
12.41,0.5984375,0.465625
12.51,0.46171875,0.46770833333333334
12.61,0.31015625,0.459375
12.71,0.2015625,0.42083333333333334
12.81,0.15234375,0.3770833333333333
12.91,0.16171875,0.38645833333333335
13.01,0.225,0.4375
13.11,0.3609375,0.48020833333333335
13.21,0.54375,0.471875
13.31,0.703125,0.36041666666666666
13.41,0.81484375,0.2604166666666667
13.51,0.88671875,0.22083333333333333
13.61,0.91953125,0.18854166666666666
13.71,0.93671875,0.18333333333333332
13.81,0.93828125,0.315625
13.91,0.88984375,0.3104166666666667
14.11,0.62890625,0.43333333333333335
14.21,0.5484375,0.3541666666666667
14.31,0.4984375,0.48541666666666666
14.41,0.528125,0.425
14.51,0.68203125,0.4739583333333333
14.61,0.8171875,0.48854166666666665
14.71,0.825,0.46979166666666666
14.81,0.89921875,0.4822916666666667
14.91,0.96171875,0.490625
15.01,0.90703125,0.5125
15.11,0.81796875,0.49583333333333335
15.21,0.7671875,0.4895833333333333
15.31,0.540625,0.4354166666666667
15.41,0.43515625,0.38645833333333335
15.51,0.4609375,0.3802083333333333
15.61,0.47734375,0.4
15.71,0.58359375,0.4479166666666667
15.81,0.7203125,0.5010416666666667
