t_s,x,y
0.01,0.478125,0.54375
0.11,0.53359375,0.5458333333333333
0.21,0.5796875,0.5458333333333333
0.31,0.60234375,0.5458333333333333
0.41,0.590625,0.5489583333333333
0.51,0.54140625,0.553125
0.61,0.4765625,0.5447916666666667
0.71,0.41015625,0.5364583333333334
0.81,0.3578125,0.5197916666666667
0.91,0.3453125,0.515625
1.01,0.359375,0.515625
1.11,0.40625,0.5125
1.21,0.46953125,0.51875
1.31,0.53203125,0.521875
1.41,0.5703125,0.5239583333333333
1.51,0.5796875,0.5239583333333333
1.61,0.5484375,0.5239583333333333
1.71,0.49609375,0.5208333333333334
1.81,0.428125,0.51875
1.91,0.37109375,0.50625
2.01,0.3421875,0.49895833333333334
2.11,0.3375,0.49895833333333334
2.21,0.37265625,0.496875
2.31,0.4234375,0.5052083333333334
2.41,0.4859375,0.5041666666666667
2.51,0.534375,0.5114583333333333
2.61,0.56171875,0.5114583333333333
2.71,0.55,0.5114583333333333
2.81,0.5078125,0.5145833333333333
2.91,0.45234375,0.50625
3.01,0.3921875,0.5
3.11,0.34453125,0.5072916666666667
3.21,0.3328125,0.5072916666666667
3.31,0.34453125,0.5125
3.41,0.38671875,0.515625
3.51,0.4453125,0.5197916666666667
3.61,0.50546875,0.525
3.71,0.55078125,0.5229166666666667
3.81,0.56171875,0.5239583333333333
3.91,0.53828125,0.5302083333333333
4.01,0.48984375,0.5270833333333333
4.11,0.43203125,0.5270833333333333
4.21,0.37265625,0.5177083333333333
4.31,0.33671875,0.5125
4.41,0.33515625,0.5114583333333333
4.51,0.365625,0.515625
4.61,0.41328125,0.534375
4.71,0.46484375,0.5364583333333334
4.81,0.52109375,0.5395833333333333
4.91,0.56015625,0.540625
5.01,0.56015625,0.540625
5.11,0.5140625,0.5510416666666667
5.21,0.4609375,0.540625
5.31,0.40390625,0.5322916666666667
5.41,0.3578125,0.521875
5.51,0.3453125,0.515625
5.61,0.3546875,0.5166666666666667
5.71,0.3921875,0.5322916666666667
5.81,0.4453125,0.540625
5.91,0.50390625,0.540625
6.01,0.5515625,0.54375
6.11,0.565625,0.5458333333333333
6.21,0.5359375,0.5541666666666667
6.31,0.4984375,0.5458333333333333
6.41,0.440625,0.5364583333333334
6.51,0.3859375,0.5260416666666666
6.61,0.3515625,0.5197916666666667
6.71,0.34296875,0.5197916666666667
6.81,0.3671875,0.5364583333333334
6.91,0.41640625,0.5447916666666667
7.01,0.471875,0.5479166666666667
7.11,0.53046875,0.55
7.21,0.5578125,0.55
7.31,0.5578125,0.55
7.41,0.52421875,0.5489583333333333
7.51,0.4671875,0.5489583333333333
7.61,0.40859375,0.5427083333333333
7.71,0.35546875,0.5302083333333333
7.81,0.3359375,0.5229166666666667
7.91,0.3453125,0.525
8.01,0.38125,0.5354166666666667
8.11,0.43515625,0.5447916666666667
8.21,0.49453125,0.5458333333333333
8.31,0.54296875,0.5520833333333334
8.41,0.56015625,0.553125
8.51,0.54609375,0.553125
8.61,0.49765625,0.546875
8.71,0.44375,0.5489583333333333
8.81,0.38515625,0.540625
8.91,0.34140625,0.5322916666666667
9.01,0.33828125,0.528125
9.11,0.3546875,0.5354166666666667
9.21,0.40078125,0.5479166666666667
9.31,0.46328125,0.546875
9.41,0.51953125,0.5489583333333333
9.51,0.5546875,0.5489583333333333
9.61,0.55859375,0.5479166666666667
9.71,0.5328125,0.5520833333333334
9.81,0.47578125,0.5510416666666667
9.91,0.4125,0.546875
10.01,0.36015625,0.5395833333333333
10.11,0.33125,0.5260416666666666
10.21,0.334375,0.5260416666666666
10.31,0.36953125,0.5364583333333334
10.41,0.4296875,0.5395833333333333
10.51,0.49140625,0.54375
10.61,0.53984375,0.540625
10.71,0.565625,0.5416666666666666
10.81,0.55703125,0.5416666666666666
10.91,0.5125,0.5416666666666666
11.01,0.4390625,0.553125
11.11,0.38671875,0.5395833333333333
11.21,0.3421875,0.528125
11.31,0.334375,0.5208333333333334
11.41,0.34609375,0.5239583333333333
11.51,0.39140625,0.540625
11.61,0.45,0.5385416666666667
11.71,0.5078125,0.5479166666666667
11.81,0.5421875,0.5458333333333333
11.91,0.5515625,0.5479166666666667
12.01,0.525,0.5489583333333333
12.11,0.47578125,0.553125
12.21,0.4109375,0.55
12.31,0.359375,0.5416666666666666
12.41,0.3265625,0.5260416666666666
12.51,0.3328125,0.5239583333333333
12.61,0.36015625,0.534375
12.71,0.4171875,0.5479166666666667
12.81,0.4734375,0.55
12.91,0.5234375,0.5572916666666666
13.01,0.54765625,0.5520833333333334
13.11,0.53828125,0.5541666666666667
13.21,0.49453125,0.5541666666666667
13.31,0.44296875,0.553125
13.41,0.38203125,0.5447916666666667
13.51,0.3375,0.5333333333333333
13.61,0.32578125,0.528125
13.71,0.34375,0.5322916666666667
13.81,0.38515625,0.546875
13.91,0.4390625,0.553125
14.01,0.49609375,0.55625
14.11,0.53359375,0.55625
14.21,0.540625,0.5541666666666667
14.31,0.5125,0.5552083333333333
14.41,0.46875,0.5572916666666666
14.51,0.40703125,0.5510416666666667
14.61,0.353125,0.5395833333333333
14.71,0.321875,0.5333333333333333
14.81,0.321875,0.5333333333333333
14.91,0.35859375,0.540625
15.01,0.4109375,0.5552083333333333
15.11,0.46953125,0.5572916666666666
15.21,0.51640625,0.5604166666666667
15.31,0.5421875,0.559375
15.41,0.534375,0.559375
15.51,0.4890625,0.559375
15.61,0.43515625,0.5572916666666666
15.71,0.37421875,0.5447916666666667
15.81,0.3328125,0.5333333333333333
15.91,0.31328125,0.540625
16.01,0.3390625,0.5447916666666667
16.11,0.3765625,0.5520833333333334
16.21,0.4296875,0.5614583333333333
16.31,0.48984375,0.5635416666666667
16.41,0.525,0.559375
16.51,0.5359375,0.5572916666666666
16.61,0.5125,0.5625
16.71,0.459375,0.5614583333333333
16.81,0.39765625,0.5541666666666667
16.91,0.35,0.5510416666666667
17.01,0.31953125,0.5427083333333333
17.11,0.3140625,0.5375
17.21,0.346875,0.546875
17.31,0.4,0.5614583333333333
17.41,0.4578125,0.5635416666666667
17.51,0.5015625,0.565625
17.61,0.53125,0.5635416666666667
17.71,0.52734375,0.5635416666666667
17.81,0.4859375,0.5697916666666667
17.91,0.43203125,0.565625
18.01,0.38046875,0.5541666666666667
18.11,0.33203125,0.5447916666666667
18.21,0.31875,0.540625
18.31,0.328125,0.540625
18.41,0.3703125,0.5552083333333333
18.51,0.425,0.5614583333333333
18.61,0.48203125,0.5666666666666667
18.71,0.521875,0.5645833333333333
18.81,0.53515625,0.5635416666666667
18.91,0.51171875,0.5645833333333333
19.01,0.4703125,0.5666666666666667
19.11,0.41015625,0.5635416666666667
19.21,0.35625,0.553125
19.31,0.321875,0.5427083333333333
19.41,0.3140625,0.540625
19.51,0.34140625,0.5479166666666667
19.61,0.390625,0.5572916666666666
19.71,0.4546875,0.5666666666666667
19.81,0.509375,0.5666666666666667
19.91,0.5390625,0.5677083333333334
20.01,0.52890625,0.5666666666666667
