t_s,x,y
0.025,0.18828125,0.4864583333333333
0.225,0.21328125,0.3072916666666667
0.425,0.2421875,0.20729166666666668
0.625,0.2296875,0.35104166666666664
0.825,0.18046875,0.546875
1.025,0.17265625,0.525
1.225,0.2265625,0.32708333333333334
1.425,0.265625,0.22083333333333333
1.625,0.23125,0.36666666666666664
1.825,0.16171875,0.6072916666666667
2.025,0.15625,0.5947916666666667
2.225,0.22265625,0.39479166666666665
2.425,0.26953125,0.27395833333333336
2.625,0.24453125,0.346875
2.825,0.19296875,0.521875
3.025,0.171875,0.5489583333333333
3.225,0.228125,0.3958333333333333
3.425,0.29296875,0.23333333333333334
3.625,0.29609375,0.2864583333333333
3.825,0.23046875,0.4354166666666667
4.025,0.15859375,0.603125
4.225,0.18046875,0.490625
4.425,0.246875,0.3260416666666667
4.625,0.2796875,0.25104166666666666
4.825,0.23203125,0.35833333333333334
5.025,0.16796875,0.50625
5.225,0.1625,0.5166666666666667
5.425,0.23359375,0.3645833333333333
5.625,0.290625,0.284375
5.825,0.26484375,0.3645833333333333
6.025,0.2140625,0.4895833333333333
6.225,0.1921875,0.5291666666666667
6.425,0.259375,0.3625
6.625,0.32734375,0.25833333333333336
6.825,0.30078125,0.3645833333333333
7.025,0.20703125,0.5291666666666667
7.225,0.1609375,0.5885416666666666
7.425,0.2296875,0.4479166666666667
7.625,0.31484375,0.3104166666666667
7.825,0.3203125,0.3145833333333333
8.025,0.23828125,0.4510416666666667
8.225,0.16875,0.58125
8.425,0.2296875,0.44583333333333336
8.625,0.32734375,0.3072916666666667
8.825,0.3515625,0.278125
9.025,0.2890625,0.39895833333333336
9.225,0.2234375,0.525
9.425,0.2328125,0.49166666666666664
9.625,0.31484375,0.346875
9.825,0.35546875,0.2760416666666667
10.025,0.30390625,0.37604166666666666
10.225,0.2078125,0.53125
10.425,0.23203125,0.490625
10.625,0.40859375,0.45208333333333334
10.825,0.57109375,0.5052083333333334
11.025,0.53515625,0.5239583333333333
11.225,0.43359375,0.525
11.425,0.37890625,0.5572916666666666
11.625,0.4125,0.48541666666666666
11.825,0.50078125,0.53125
12.025,0.43515625,0.575
12.225,0.3125,0.540625
12.425,0.296875,0.5375
12.625,0.396875,0.5708333333333333
12.825,0.46015625,0.5708333333333333
13.025,0.3734375,0.5822916666666667
13.225,0.275,0.584375
13.425,0.2484375,0.5864583333333333
13.625,0.35234375,0.6052083333333333
13.825,0.40703125,0.59375
14.025,0.3390625,0.609375
14.225,0.22734375,0.6135416666666667
14.425,0.22578125,0.6083333333333333
14.625,0.3296875,0.6010416666666667
14.825,0.41484375,0.596875
15.025,0.35859375,0.603125
15.225,0.24609375,0.5989583333333334
15.425,0.2515625,0.59375
15.625,0.38671875,0.5927083333333333
15.825,0.4359375,0.5864583333333333
16.025,0.32890625,0.596875
16.225,0.2296875,0.5895833333333333
16.425,0.246875,0.590625
16.625,0.375,0.5791666666666667
16.825,0.39921875,0.55
17.025,0.315625,0.5489583333333333
17.225,0.20703125,0.55
17.425,0.21796875,0.5552083333333333
17.625,0.34609375,0.546875
17.825,0.40078125,0.553125
18.025,0.353125,0.5604166666666667
18.225,0.21796875,0.5572916666666666
18.425,0.190625,0.571875
18.625,0.3125,0.5760416666666667
18.825,0.40703125,0.584375
19.025,0.3671875,0.575
19.225,0.23828125,0.5791666666666667
19.425,0.1921875,0.58125
19.625,0.29140625,0.5802083333333333
19.825,0.39609375,0.58125
20.025,0.40703125,0.540625
20.225,0.31328125,0.5427083333333333
20.425,0.2015625,0.5489583333333333
20.625,0.21328125,0.559375
20.825,0.32734375,0.5604166666666667
21.025,0.4265625,0.5552083333333333
21.225,0.35625,0.5635416666666667
21.425,0.22578125,0.571875
21.625,0.18203125,0.5822916666666667
21.825,0.29453125,0.5697916666666667
22.025,0.403125,0.5708333333333333
22.225,0.33671875,0.565625
22.425,0.209375,0.5760416666666667
22.625,0.18046875,0.5729166666666666
22.825,0.28359375,0.5645833333333333
23.025,0.3953125,0.5677083333333334
23.225,0.3578125,0.565625
23.425,0.25546875,0.5666666666666667
23.625,0.16796875,0.5729166666666666
23.825,0.21796875,0.56875
24.025,0.3546875,0.56875
24.225,0.4140625,0.5635416666666667
24.425,0.3046875,0.5708333333333333
24.625,0.18515625,0.5802083333333333
24.825,0.19375,0.5760416666666667
25.025,0.3125,0.575
