t_s,x,y
0.025,0.5515625,0.178125
0.225,0.5453125,0.171875
0.425,0.490625,0.16041666666666668
0.625,0.43515625,0.15
0.825,0.40546875,0.146875
1.025,0.4171875,0.146875
1.225,0.4578125,0.15104166666666666
1.425,0.51328125,0.16979166666666667
1.625,0.54765625,0.17916666666666667
1.825,0.54375,0.17604166666666668
2.025,0.51640625,0.16666666666666666
2.225,0.47109375,0.15416666666666667
2.425,0.41640625,0.14583333333333334
2.625,0.40703125,0.14791666666666667
2.825,0.42734375,0.159375
3.025,0.47109375,0.15625
3.225,0.53828125,0.16145833333333334
3.425,0.571875,0.17083333333333334
3.625,0.55703125,0.171875
3.825,0.51328125,0.16666666666666666
4.025,0.46796875,0.15833333333333333
4.225,0.41328125,0.15833333333333333
4.425,0.403125,0.16666666666666666
4.625,0.4421875,0.15520833333333334
4.825,0.5078125,0.16354166666666667
5.025,0.546875,0.16875
5.225,0.571875,0.15416666666666667
5.425,0.53125,0.1625
5.625,0.47890625,0.17708333333333334
5.825,0.421875,0.16458333333333333
6.025,0.39375,0.15833333333333333
6.225,0.425,0.1625
6.425,0.4796875,0.16041666666666668
6.625,0.5265625,0.16041666666666668
6.825,0.58046875,0.16666666666666666
7.025,0.578125,0.16041666666666668
7.225,0.5453125,0.16041666666666668
7.425,0.47421875,0.16666666666666666
7.625,0.415625,0.1625
7.825,0.40859375,0.16041666666666668
8.025,0.453125,0.16354166666666667
8.225,0.5234375,0.16458333333333333
8.425,0.57890625,0.1625
8.625,0.58984375,0.153125
8.825,0.5515625,0.15
9.025,0.50078125,0.16458333333333333
9.225,0.4484375,0.1625
9.425,0.4125,0.15416666666666667
9.625,0.4390625,0.15104166666666666
9.825,0.4953125,0.15625
10.025,0.5671875,0.14479166666666668
10.225,0.6046875,0.15104166666666666
10.425,0.578125,0.15104166666666666
10.625,0.52734375,0.153125
10.825,0.45078125,0.140625
11.025,0.3984375,0.140625
11.225,0.42890625,0.14895833333333333
11.425,0.4796875,0.14583333333333334
11.625,0.54453125,0.14895833333333333
11.825,0.60234375,0.15416666666666667
12.025,0.5984375,0.15625
12.225,0.540625,0.134375
12.425,0.47578125,0.13229166666666667
12.625,0.4109375,0.15
12.825,0.41171875,0.14375
13.025,0.47265625,0.14583333333333334
13.225,0.55546875,0.1375
13.425,0.61328125,0.15
13.625,0.6375,0.14166666666666666
13.825,0.596875,0.14270833333333333
14.025,0.52734375,0.11145833333333334
14.225,0.446875,0.12708333333333333
14.425,0.41640625,0.11979166666666667
14.625,0.44921875,0.13125
14.825,0.51171875,0.13854166666666667
15.025,0.57421875,0.12916666666666668
15.225,0.6203125,0.12083333333333333
15.425,0.609375,0.125
15.625,0.56171875,0.11145833333333334
15.825,0.49140625,0.115625
16.025,0.44140625,0.11041666666666666
16.225,0.4078125,0.12291666666666666
16.425,0.434375,0.134375
16.625,0.5109375,0.13854166666666667
16.825,0.57421875,0.146875
17.025,0.6328125,0.15520833333333334
17.225,0.6390625,0.15833333333333333
17.425,0.58828125,0.14479166666666668
17.625,0.53984375,0.12916666666666668
17.825,0.48671875,0.12604166666666666
18.025,0.4328125,0.12916666666666668
18.225,0.43671875,0.14166666666666666
18.425,0.48046875,0.146875
18.625,0.54609375,0.15729166666666666
18.825,0.6140625,0.15416666666666667
19.025,0.63046875,0.153125
19.225,0.615625,0.13333333333333333
19.425,0.540625,0.12708333333333333
19.625,0.47578125,0.1375
19.825,0.43828125,0.13541666666666666
20.025,0.43828125,0.14270833333333333
20.225,0.50546875,0.16458333333333333
20.425,0.5734375,0.18020833333333333
20.625,0.6265625,0.175
20.825,0.63359375,0.16354166666666667
21.025,0.5828125,0.16979166666666667
21.225,0.48828125,0.16458333333333333
21.425,0.41640625,0.15833333333333333
21.625,0.39765625,0.16145833333333334
21.825,0.4578125,0.165625
22.025,0.52578125,0.17604166666666668
22.225,0.5953125,0.178125
22.425,0.634375,0.16354166666666667
22.625,0.61484375,0.16041666666666668
22.825,0.54921875,0.16458333333333333
23.025,0.45390625,0.1875
23.225,0.396875,0.16458333333333333
23.425,0.3890625,0.1625
23.625,0.46484375,0.17395833333333333
23.825,0.5359375,0.16875
24.025,0.59296875,0.171875
24.225,0.6234375,0.16875
24.425,0.5546875,0.16145833333333334
24.625,0.48203125,0.15625
24.825,0.43046875,0.14791666666666667
25.025,0.396875,0.140625
